name,address,latitude,longitude,rating,user_ratings_total,place_id,types,business_status,formatted_phone_number,website,formatted_address,business_name,website_url,domain,has_ads,ads_confidence,ads_error,checked_at
OTO KENAN AKÜ MARKET-akü market değişimi servisi yiğit akü bayii akücü.klima gazı dolum noktası,"Halkalı Merkez, Maslak Çeşme Cd. 168/A, Küçükçekmece",41.0285365,28.7963391,4.8,35,ChIJYx0yxUOkyhQRmVwQeGrVhNE,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0535 785 96 99,https://www.webseoyazilim.com/05357859699-oto-kenan-aku-servis-aku-degisimi-yenileme-kucukcekmece,"Halkalı Merkez, Maslak Çeşme Cd. 168/A, 34303 Küçükçekmece/İstanbul, Türkiye",OTO KENAN AKÜ MARKET-akü market değişimi servisi yiğit akü bayii akücü.klima gazı dolum noktası,https://www.webseoyazilim.com/05357859699-oto-kenan-aku-servis-aku-degisimi-yenileme-kucukcekmece,webseoyazilim.com,False,low,,2025-10-20 05:12:08
Öztürk kardeşler lastik jant akü satış tamir yol yardım hizmetleri satılmış usta,"Aykosan san sit.4lü C blok No:62, İkitelli OSB, 34944, Başakşehir",41.071741,28.7960502,4.6,114,ChIJVVWZS1KnyhQRklQgSI96BQw,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0538 841 57 57,http://www.ozturkkardeslerlastikjantaku.com/,"Aykosan san sit.4lü C blok No:62, İkitelli OSB, 34944, İkitelli OSB, 34000 Başakşehir/İstanbul, Türkiye",Öztürk kardeşler lastik jant akü satış tamir yol yardım hizmetleri satılmış usta,http://www.ozturkkardeslerlastikjantaku.com/,ozturkkardeslerlastikjantaku.com,True,high,,2025-10-20 05:12:08
MUTLU AKÜ 7/24 MOBİL SERVİS ÖZDEMİR OTOMOTİV BAŞAKŞEHİR MUTLU AKÜ BAYİİ VE YETKİLİ SERVİS,"İkitelli OSB, Dolapdere Sanayi Sitesi 17 .Ada, ikitelli Osb/Başakşehir",41.0720374,28.807844,5.0,204,ChIJQSvAye2lyhQRrDouRi-qoYU,"car_repair, store, point_of_interest, establishment",OPERATIONAL,(0212) 549 43 74,https://www.instagram.com/ozzdemirotomotiv/,"İkitelli OSB, Dolapdere Sanayi Sitesi 17 .Ada, 34490 ikitelli Osb/Başakşehir/İstanbul, Türkiye",MUTLU AKÜ 7/24 MOBİL SERVİS ÖZDEMİR OTOMOTİV BAŞAKŞEHİR MUTLU AKÜ BAYİİ VE YETKİLİ SERVİS,https://www.instagram.com/ozzdemirotomotiv/,instagram.com,False,low,,2025-10-20 05:12:08
Can Oto elektrik Akü Market 7/24 AKÜCÜ BEYLİKDÜZÜ BAHÇEŞEHİR ESENYURT FLORYA AVCILAR BÜYÜKÇEKMECE YOL YARDIM AKÜ TAKVİYESİ,"Merkez, Burnaz Cd. No:3, Avcılar",40.985302,28.720596,4.8,42,ChIJba2B29qhyhQRtVo1azgd2wg,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0507 858 80 33,,"Merkez, Burnaz Cd. No:3, 34315 Avcılar/İstanbul, Türkiye",Can Oto elektrik Akü Market 7/24 AKÜCÜ BEYLİKDÜZÜ BAHÇEŞEHİR ESENYURT FLORYA AVCILAR BÜYÜKÇEKMECE YOL YARDIM AKÜ TAKVİYESİ,,,False,low,No domain provided,
"Paşaoğlu Akü Başakşehir – 7/24 Akücü & Akü Satışı | Yerinde Değişim, Takviye & Akü Yol Yardımı","Tahtakale, Istanbul Cd No:96/1, Başakşehir",41.063192,28.7413759,5.0,765,ChIJ44AFBwinyhQR_IDBxgjdo9c,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0540 225 23 23,https://www.pasaogluaku.com/,"Tahtakale, Istanbul Cd No:96/1, 34494 Başakşehir/İstanbul, Türkiye","Paşaoğlu Akü Başakşehir – 7/24 Akücü & Akü Satışı | Yerinde Değişim, Takviye & Akü Yol Yardımı",https://www.pasaogluaku.com/,pasaogluaku.com,True,high,,2025-10-20 05:12:09
Artaş Akü Market 7/24 akü servisi,"Yeşilkent, Gazi Cd. No:136 - 2, Esenyurt",41.0301863,28.6632655,5.0,360,ChIJJ-uvXGFftRQRUFhWr-o0IBw,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0535 966 67 50,https://www.artasakumarket.com/,"Yeşilkent, Gazi Cd. No:136 - 2, 34515 Esenyurt/İstanbul, Türkiye",Artaş Akü Market 7/24 akü servisi,https://www.artasakumarket.com/,artasakumarket.com,True,high,,2025-10-20 05:12:09
Altıntaş Akü Market 7/24 Akü Servisi,"Yeşilkent, 1914. Sk. No:20, Esenyurt",41.0295547,28.663956,4.9,81,ChIJbfcKQSNftRQRACK0NnGl70Y,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0533 293 34 50,https://www.altintasakumarket.net/,"Yeşilkent, 1914. Sk. No:20, 34500 Esenyurt/İstanbul, Türkiye",Altıntaş Akü Market 7/24 Akü Servisi,https://www.altintasakumarket.net/,altintasakumarket.net,True,high,,2025-10-20 05:12:09
DOST AKÜ VE TAKVIYE SERVIS HIZMETI,"Merkez, Cengiz Sk. No:6, Avcılar",40.98377139999999,28.7197931,5.0,15,ChIJz7471ayhyhQRz7NFt3PKrbM,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0535 595 69 06,,"Merkez, Cengiz Sk. No:6, 34310 Avcılar/İstanbul, Türkiye",DOST AKÜ VE TAKVIYE SERVIS HIZMETI,,,False,low,No domain provided,
AKÜ YOL YARDIM,"Merkez, Spor Sk. No:20, Avcılar",40.98429700000001,28.720768,4.8,60,ChIJpZ0nxKyhyhQRL6Rh4_Lj_60,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0532 517 19 71,https://akuyardim.com/,"Merkez, Spor Sk. No:20, 34315 Avcılar/İstanbul, Türkiye",AKÜ YOL YARDIM,https://akuyardim.com/,akuyardim.com,True,high,,2025-10-20 05:12:10
7/24 MOBİL OTO LASTİKCİ AKÜ VE AKÜ TAKVİYE YOL YARDIM 24 saat açık,"shell petrol yanı, Barbaros Hayrettin Paşa, e5 yanyol, Esenyurt",41.0160687,28.6397203,5.0,7,ChIJ0STM6ChftRQRN9oSwOKkaJ0,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0532 680 41 23,,"shell petrol yanı, Barbaros Hayrettin Paşa, e5 yanyol, 34450 Esenyurt/İstanbul, Türkiye",7/24 MOBİL OTO LASTİKCİ AKÜ VE AKÜ TAKVİYE YOL YARDIM 24 saat açık,,,False,low,No domain provided,
Akücü Akü Takviye Yol Yardım Oto Elektrik,"Kavaklı Mahallesi Batı Tırakya Bulvarı, İstanbul Cd. No:109 D:1E, Beylikdüzü",40.9843193,28.6446484,4.7,16,ChIJvWMvhk9ftRQRBBXimLFnntc,"car_repair, point_of_interest, establishment",OPERATIONAL,0501 009 99 34,,"Kavaklı Mahallesi Batı Tırakya Bulvarı, Kavaklı, İstanbul Cd. No:109 D:1E, 34520 Beylikdüzü/İstanbul, Türkiye",Akücü Akü Takviye Yol Yardım Oto Elektrik,,,False,low,No domain provided,
Tümtaş Akü Takviye ve Yol Yardım,"Saadetdere, 1. Sk. 2 A AP. NO:2 A D:0 K, Esenyurt",41.0104694,28.6999972,5.0,12,ChIJU931l5ehyhQRHbhx5kGb1-Q,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0530 784 24 42,https://tumtas.com.tr/,"Saadetdere, 1. Sk. 2 A AP. NO:2 A D:0 K, 34513 Esenyurt/İstanbul, Türkiye",Tümtaş Akü Takviye ve Yol Yardım,https://tumtas.com.tr/,tumtas.com.tr,False,low,,2025-10-20 05:12:10
Kayaşehir Mobil Akücü 7/24 - Akü Yol Yardım & Takviye | Paşaoğlu Akü,"Kayabaşı, Merkes Kayaşehir Merkez AVM, Başakşehir",41.1082797,28.7583457,4.9,27,ChIJQTAqSiGpyhQRhcYDr1aSZg0,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0540 025 23 23,https://www.pasaogluaku.com/kayasehir-7-24-akucu,"Kayabaşı, Merkes Kayaşehir Merkez AVM, 34494 Başakşehir/İstanbul, Türkiye",Kayaşehir Mobil Akücü 7/24 - Akü Yol Yardım & Takviye | Paşaoğlu Akü,https://www.pasaogluaku.com/kayasehir-7-24-akucu,pasaogluaku.com,True,high,,2025-10-20 05:12:11
Polat Akü Market 7/24,"Üçevler, Bahçe Yolu Cd. 70 B, Esenyurt",41.026459,28.681766,5.0,37,ChIJFVfRiKqhyhQRhb3RijRk8W8,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0536 693 38 79,https://www.polatakumarket.com/,"Üçevler, Bahçe Yolu Cd. 70 B, 34513 Esenyurt/İstanbul, Türkiye",Polat Akü Market 7/24,https://www.polatakumarket.com/,polatakumarket.com,True,high,,2025-10-20 05:12:11
YILMAZ OTOMOTİV AHMET YILMAZ YOL YARDIM LASTİK TAMİRİ AKÜ YARDIM7/24 ELEKTRİK ROT BALANS,"Altınşehir, Yan Yol Cd No:58, Başakşehir",41.0622631,28.75213579999999,4.8,54,ChIJf7oV92SmyhQR8Tx1QPdqhYc,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0532 745 03 67,http://www.michelin.com.tr/,"Altınşehir, Yan Yol Cd No:58, 34306 Başakşehir/İstanbul, Türkiye",YILMAZ OTOMOTİV AHMET YILMAZ YOL YARDIM LASTİK TAMİRİ AKÜ YARDIM7/24 ELEKTRİK ROT BALANS,http://www.michelin.com.tr/,michelin.com.tr,False,low,,2025-10-20 05:12:11
Filo15 akü yol yardım 7/24,"Mimarsinan Merkez Mahallesi, E-5 Londra asfaltı caddesi no:14/A 34535, Büyükçekmece",41.0180808,28.5629269,5.0,36,ChIJ-frfmBJdtRQRyaV_mUBddW4,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0532 543 04 60,,"Mimarsinan Merkez Mahallesi, E-5 Londra asfaltı caddesi no:14/A 34535, 34535 Büyükçekmece/İstanbul, Türkiye",Filo15 akü yol yardım 7/24,,,False,low,No domain provided,
Akü Market Mobil Akücü Varta | BMS Oto,"Mimar Sinan Merkez, E5 No:30/A, Büyükçekmece",41.0178893,28.5614892,5.0,33,ChIJRTPCb8FdtRQRx3Miq2K5VAI,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0530 781 14 08,https://sites.google.com/view/bms-aku-servis,"Mimar Sinan Merkez, E5 No:30/A, 34535 Büyükçekmece/İstanbul, Türkiye",Akü Market Mobil Akücü Varta | BMS Oto,https://sites.google.com/view/bms-aku-servis,sites.google.com,False,low,,2025-10-20 05:12:11
